symbol,D,dt_net_buy,dt_net_rate,lianban6d_max,is_limit_D,E1,E1open,gap,Dclose,D_pct,r2,idx_r2,ex2,r5,idx_r5,ex5,r10,idx_r10,ex10,r20,idx_r20,ex20,drop2,drop5,drop10,drop20,drop
000657,2026-02-27,103303119.84,0.01672803,1.0,1,2026-03-02,71.0,0.0722,66.22,0.1,-0.085352,-0.005366,-0.079986,-0.075211,-0.004395,-0.070816,-0.210282,-0.002537,-0.207745,-0.315211,-0.038121,-0.27709,,,,,
000657,2026-03-13,-103524530.6,-0.01466668,0.0,0,2026-03-16,54.61,-0.026,56.07,-0.1,-0.01941,-0.006807,-0.012603,-0.082769,-0.021889,-0.060879,-0.109687,-0.035692,-0.073995,-0.114631,-0.004941,-0.10969,,,,,
000657,2026-04-16,955988061.82,0.15592088,1.0,1,2026-04-17,53.5,0.0308,51.9,0.1,0.094206,0.006015,0.08819,0.057383,0.012124,0.04526,0.087664,0.01656,0.071104,0.008785,0.026198,-0.017412,,,,,
000657,2026-04-20,196107853.26,0.00771648,1.0,0,2026-04-21,58.0,-0.0092,58.54,0.0431,0.002241,0.010338,-0.008097,-0.071897,0.004301,-0.076198,0.089483,0.031574,0.057908,-0.022241,0.006859,-0.0291,,,,,
000657,2026-04-29,364534953.35,0.08009549,1.0,1,2026-04-30,58.0,0.012,57.31,0.1,0.068793,0.011641,0.057152,0.045517,0.027145,0.018372,-0.017931,0.002604,-0.020535,0.08931,0.00483,0.084481,,,,,
000657,2026-05-22,644939427.52,0.1163096,1.0,1,2026-05-25,64.8,0.0388,62.38,0.1,0.044599,0.015319,0.02928,0.049383,0.003883,0.045499,0.08179,-0.011548,0.093338,0.671759,0.038263,0.633496,,,,,
000657,2026-06-18,638968980.61,0.07457402,1.0,1,2026-06-22,103.08,0.0467,98.48,0.1,-0.005627,-0.006053,0.000427,-0.034633,-0.016391,-0.018242,-0.130481,-0.021654,-0.108827,-0.410555,-0.08491,-0.325644,,,,,
000657,2026-06-22,373127808.08,0.04200124,2.0,1,2026-06-23,113.99,0.0522,108.33,0.1,-0.122028,-0.020801,-0.101227,-0.161593,-0.023991,-0.137603,-0.294149,-0.040814,-0.253335,-0.508378,-0.089085,-0.419293,,,,,
000657,2026-07-06,74743922.47,0.00817935,0.0,0,2026-07-07,80.13,-0.0041,80.46,-0.1023,-0.077125,-0.012119,-0.065006,-0.134407,-0.024614,-0.109793,-0.300636,-0.044777,-0.25586,-0.401098,-0.056232,-0.344866,,,,,
000657,2026-08-05,-217646842.46,-0.04741001,1.0,1,2026-08-06,61.45,0.07,57.43,0.1,0.09048,0.015715,0.074765,0.146135,0.014954,0.131181,0.076648,-0.007162,0.08381,-0.027339,-0.015977,-0.011362,,,,,
000657,2026-08-06,-761688071.07,-0.03954609,1.0,0,2026-08-07,62.47,-0.0005,62.5,0.0883,0.165359,0.009864,0.155496,0.067713,0.001687,0.066026,0.031695,-0.013605,0.045301,-0.039219,-0.022233,-0.016986,,,,,
000659,2025-09-15,11608198.22,0.03016625,1.0,0,2025-09-16,3.11,0.0401,2.99,-0.0828,-0.012862,0.002445,-0.015307,-0.054662,-0.003814,-0.050849,-0.061093,0.01765,-0.078744,-0.061093,0.014967,-0.07606,,,,,
000659,2025-12-29,-16730963.4,-0.0263348,2.0,1,2025-12-30,3.98,0.0258,3.88,0.0992,0.020101,0.002734,0.017366,0.017588,0.034511,-0.016923,0.065327,0.026989,0.038338,0.231156,0.021804,0.209352,,,,,
000659,2026-04-07,-17483273.9,-0.03650694,0.0,0,2026-04-08,4.27,0.0191,4.19,-0.0832,-0.084309,0.010821,-0.095131,-0.014052,0.04072,-0.054771,-0.032787,0.055488,-0.088275,0.030445,0.078491,-0.048046,,,,,
000663,2025-11-18,-14698194.77,-0.02580413,1.0,0,2025-11-19,7.93,-0.021,8.1,-0.1,0.235813,-0.000676,0.23649,0.259773,-0.016995,0.276768,0.142497,-0.003,0.145496,-0.02396,-0.015429,-0.00853,,,,,
000663,2025-11-19,74104247.13,0.16786274,1.0,1,2025-11-20,8.67,-0.0269,8.91,0.1,0.070358,-0.03592,0.106277,0.036909,-0.022062,0.05897,0.010381,-0.019156,0.029536,-0.134948,-0.008586,-0.126362,,,,,
000663,2025-11-20,-28444229.0,-0.03238472,2.0,1,2025-11-21,9.86,0.0061,9.8,0.0999,0.035497,-0.014476,0.049973,-0.147059,0.000447,-0.147506,-0.158215,0.007351,-0.165566,-0.245436,0.008731,-0.254167,,,,,
000663,2025-11-21,-52892357.7,-0.0433463,2.0,0,2025-11-24,8.77,-0.055,9.28,-0.0531,0.139111,0.003856,0.135254,-0.005701,0.011962,-0.017663,-0.003421,0.0249,-0.028321,-0.125428,0.021243,-0.14667,,,,,
000663,2025-11-26,-52064070.85,-0.08525878,2.0,0,2025-11-27,8.98,-0.0011,8.99,-0.1001,-0.028953,0.001471,-0.030424,-0.024499,0.002441,-0.02694,0.0,0.015888,-0.015888,-0.136971,0.025231,-0.162202,,,,,
000668,2025-11-18,1195841.0,0.00716417,0.0,0,2025-11-19,11.7,0.013,11.55,0.05,0.042735,-0.000676,0.043411,-0.011966,-0.016995,0.005029,0.010256,-0.003,0.013256,-0.199145,-0.015429,-0.183716,,,,,
000668,2026-01-20,9201681.0,0.04598741,0.0,0,2026-01-21,13.06,-0.0136,13.24,0.0458,0.064319,0.001942,0.062377,0.026034,-0.00188,0.027913,0.113323,-0.011549,0.124872,0.156968,0.004525,0.152443,,,,,
000668,2026-05-08,3182402.69,0.02652702,0.0,0,,,0.0502,,,,,,,,,,,,,,,,,,,E1一字无成交区间
000668,2026-06-08,-4519572.25,-0.02368663,1.0,0,2026-06-09,21.99,-0.0041,22.08,0.0724,-0.041382,0.001084,-0.042466,-0.08322,0.031256,-0.114476,0.047294,0.03709,0.010204,0.025011,0.01029,0.014721,,,,,
000668,2026-06-09,-14958860.0,-0.08188702,1.0,0,2026-06-10,19.6,-0.0175,19.95,-0.0965,0.045408,-0.00646,0.051868,0.105612,0.027585,0.078027,0.104592,0.039954,0.064638,0.104592,0.000509,0.104083,,,,,
000668,2026-07-24,5674973.03,0.03216335,2.0,1,2026-07-27,17.67,0.0,17.67,0.1002,0.044143,-0.018579,0.062721,0.095076,-0.014568,0.109645,0.109225,0.008249,0.100975,0.257499,-0.007974,0.265473,,,,,
000669,2026-02-12,-3522214.2,-0.0910415,0.0,0,2026-02-13,3.74,0.0506,3.56,0.0501,0.050802,0.003011,0.047791,0.219251,0.003672,0.215579,0.042781,-0.007025,0.049806,0.417112,-0.02693,0.444042,,,,,
000669,2026-02-25,-12590029.6,-0.04106272,0.0,0,,,0.0508,,,,,,,,,,,,,,,,,,,E1一字无成交区间
000669,2026-03-12,-4957486.72,-0.01279353,0.0,0,2026-03-13,4.86,0.0497,4.63,0.0499,0.049383,0.000535,0.048848,0.039095,-0.018379,0.057473,0.069959,-0.041021,0.11098,0.026749,-0.00696,0.033709,,,,,
000669,2026-03-17,-3401432.22,-0.00553039,0.0,0,2026-03-18,5.11,-0.0466,5.36,0.051,-0.011742,-0.01409,0.002348,0.019569,-0.037436,0.057005,0.003914,-0.042743,0.046657,-0.093933,0.00785,-0.101784,,,,,
000669,2026-03-23,2756204.44,0.00490329,0.0,0,2026-03-24,5.38,-0.0182,5.48,0.034,-0.079926,0.017618,-0.097544,-0.037175,0.007411,-0.044585,-0.039033,-0.004102,-0.034931,-0.226766,0.06932,-0.296085,,,,,
000669,2026-03-24,-27563919.74,-0.10991686,0.0,0,2026-03-25,5.08,-0.025,5.21,-0.0493,0.023622,-0.006455,0.030077,0.009843,-0.012554,0.022396,0.011811,0.019733,-0.007922,-0.139764,0.065016,-0.20478,,,,,
000669,2026-03-25,-24954461.58,-0.05229321,0.0,0,2026-03-26,5.0,0.0101,4.95,-0.0499,0.004,-0.005029,0.009029,0.006,0.000163,0.005837,0.036,0.009037,0.026963,-0.166,0.057675,-0.223675,,,,,
000669,2026-05-15,1112473.0,0.01175727,0.0,0,,,0.0499,,,,,,,,,,,,,,,,,,,E1一字无成交区间
000669,2026-05-22,-7180183.02,-0.04673336,0.0,0,2026-05-25,4.17,0.0,4.17,-0.0501,-0.023981,0.015319,-0.0393,0.047962,0.003883,0.044078,0.016787,-0.011548,0.028335,-0.069544,0.038263,-0.107807,,,,,
000670,2026-01-21,48874515.5,0.60604866,2.0,0,,,0.1005,,,,,,,,,,,,,,,,,,,E1一字无成交区间
000670,2026-01-23,-159268138.98,-0.0554093,3.0,0,2026-01-26,9.45,-0.0248,9.69,-0.0583,-0.034921,-0.002053,-0.032867,-0.107937,-0.001916,-0.10602,-0.115344,-0.015222,-0.100122,-0.131217,0.002819,-0.134036,,,,,
000670,2026-01-27,-37162619.36,-0.02587786,3.0,0,2026-01-28,8.96,-0.0175,9.12,-0.0797,-0.03125,0.005982,-0.037232,-0.040179,-0.013859,-0.026319,-0.065848,-0.000276,-0.065572,-0.136161,-0.026023,-0.110137,,,,,
000670,2026-03-20,185938365.08,0.1078254,0.0,0,2026-03-23,8.37,-0.0521,8.83,0.0996,0.048984,-0.005418,0.054403,0.072879,0.000771,0.072108,-0.150538,-0.012961,-0.137577,-0.038232,0.057421,-0.095653,,,,,
000670,2026-05-26,64767566.06,0.01413731,1.0,0,2026-05-27,9.72,-0.0231,9.95,0.0757,-0.005144,-0.00541,0.000266,-0.104938,-0.00534,-0.099598,0.032922,-0.028159,0.061081,-0.200617,0.00042,-0.201037,,,,,
000670,2026-07-27,13239938.0,0.01286423,1.0,0,2026-07-28,6.44,-0.0707,6.93,0.0931,0.041925,-0.00509,0.047016,0.041925,-0.017436,0.059362,0.074534,0.016918,0.057616,0.135093,-0.013121,0.148214,,,,,
000672,2026-05-12,111045995.11,0.06906208,2.0,1,2026-05-13,17.63,0.0262,17.18,0.0999,-0.047646,-0.000981,-0.046665,0.029495,-0.013526,0.043022,0.074305,0.005778,0.068527,-0.078843,-0.023908,-0.054935,,,,,
000672,2026-07-27,-64225658.69,-0.10385268,0.0,0,2026-07-28,13.41,-0.0435,14.02,-0.1001,-0.01566,-0.00509,-0.01057,-0.04176,-0.017436,-0.024324,0.048471,0.016918,0.031553,0.047726,-0.013121,0.060847,,,,,
000676,2026-07-16,7994548.2,0.01622405,2.0,1,2026-07-17,6.65,0.0691,6.22,0.1009,-0.046617,-0.013579,-0.033037,0.037594,0.01424,0.023354,0.02406,-0.024005,0.048065,0.055639,0.0005,0.055139,,,,,
000676,2026-07-17,-127094810.65,-0.07376625,3.0,1,2026-07-20,6.55,-0.0424,6.84,0.0997,0.056489,0.035745,0.020743,-0.012214,0.016068,-0.028282,0.143511,0.002738,0.140774,0.123664,0.019715,0.103949,,,,,
000676,2026-07-22,-28844379.1,-0.01607191,3.0,0,2026-07-23,6.66,-0.0376,6.92,0.0,-0.028529,-0.018158,-0.010371,0.076577,-0.028491,0.105067,0.178679,-0.016265,0.194943,-0.042042,-0.030933,-0.011109,,,,,
000677,2026-03-24,80355631.87,0.17427969,1.0,1,2026-03-25,5.04,0.0223,4.93,0.1004,0.013889,-0.006455,0.020344,0.025794,-0.012554,0.038348,-0.041667,0.019733,-0.0614,-0.125,0.065016,-0.190016,,,,,
000677,2026-05-07,-370185.0,-0.16028655,0.0,0,,,-0.0493,,,,,,,,,,,,,,,,,,,E1一字无成交区间
000677,2026-05-12,-2594536.0,-0.38618086,0.0,0,,,-0.0507,,,,,,,,,,,,,,,,,,,E1一字无成交区间
000677,2026-05-15,-2261706.0,-0.09260447,0.0,0,,,-0.0512,,,,,,,,,,,,,,,,,,,E1一字无成交区间
000677,2026-05-25,-4585902.29,-0.02476781,0.0,0,2026-05-26,2.0,-0.0196,2.04,-0.0512,-0.03,0.001644,-0.031644,0.05,-0.0114,0.0614,0.035,-0.038056,0.073056,-0.16,0.003933,-0.163933,,,,,
000677,2026-06-11,-5868951.0,-0.03005717,0.0,0,2026-06-12,1.83,0.011,1.81,-0.0423,-0.016393,0.022378,-0.038772,-0.060109,0.032805,-0.092914,-0.147541,0.017469,-0.16501,-0.103825,-0.000805,-0.10302,,,,,
000677,2026-06-22,-4138567.0,-0.02240065,0.0,0,2026-06-23,1.66,0.0,1.66,-0.0349,-0.036145,-0.020801,-0.015343,-0.108434,-0.023991,-0.084443,0.012048,-0.040814,0.052862,-0.024096,-0.089085,0.064989,,,,,
000677,2026-07-02,3833144.0,0.02851423,0.0,0,2026-07-03,1.6,0.0063,1.59,0.053,0.05,0.006757,0.043243,0.05,0.013892,0.036108,0.2375,-0.023093,0.260593,0.00625,-0.054014,0.060264,,,,,
000677,2026-07-16,7161612.5,0.01474925,0.0,0,2026-07-17,1.97,-0.0051,1.98,0.1,-0.177665,-0.013579,-0.164086,-0.187817,0.01424,-0.202057,-0.182741,-0.024005,-0.158736,-0.116751,0.0005,-0.117251,,,,,
000679,2026-06-18,9853283.37,0.01706719,2.0,0,2026-06-22,7.58,0.0,7.58,0.0313,-0.026385,-0.006053,-0.020332,-0.174142,-0.016391,-0.157751,-0.175462,-0.021654,-0.153808,-0.204485,-0.08491,-0.119575,,,,,
000681,2025-10-13,333779712.0,0.03706415,1.0,0,2025-10-14,24.51,-0.0168,24.93,0.0741,0.022032,-0.005992,0.028024,-0.097919,-0.02068,-0.077239,-0.157895,0.017688,-0.175582,-0.095063,0.013163,-0.108226,,,,,
000681,2025-11-18,108130439.32,0.04085793,1.0,1,2025-11-19,24.2,0.0228,23.66,0.1,-0.047934,-0.000676,-0.047258,0.046281,-0.016995,0.063276,-0.004132,-0.003,-0.001133,-0.133884,-0.015429,-0.118455,,,,,
000681,2025-11-21,5162355.1,0.00169043,1.0,1,2025-11-24,27.0,0.0655,25.34,0.0998,-0.062222,0.003856,-0.066078,-0.12963,0.011962,-0.141591,-0.166667,0.0249,-0.191567,-0.182963,0.021243,-0.204206,,,,,
000681,2025-11-24,-303665188.85,-0.05408741,1.0,0,2025-11-25,25.02,-0.0211,25.56,0.0087,-0.027978,0.009337,-0.037314,-0.041567,0.022487,-0.064054,-0.088329,0.032602,-0.120931,-0.129097,0.030338,-0.159435,,,,,
000681,2026-01-13,200956422.77,0.04384891,2.0,1,2026-01-14,29.0,-0.0788,31.48,0.0999,0.21069,-0.003412,0.214102,-0.075862,-0.010239,-0.065623,-0.034138,-0.013005,-0.021133,0.051379,-0.009103,0.060482,,,,,
000681,2026-01-14,140315.6,1.669e-05,2.0,0,2026-01-15,31.81,-0.0034,31.92,0.014,-0.006602,0.002134,-0.008736,-0.154983,0.000269,-0.155252,-0.18139,-0.000806,-0.180583,-0.079849,-0.00169,-0.078159,,,,,
000681,2026-01-15,195093427.9,0.02345224,2.0,0,,,-0.1,,,,,,,,,,,,,,,,,,,E1一字无成交区间
000681,2026-01-19,-156855979.87,-0.05487011,2.0,0,2026-01-20,28.8,0.0127,28.44,-0.1,-0.066667,-0.002922,-0.063745,-0.064583,-0.006322,-0.058261,-0.085764,-0.02764,-0.058124,-0.076736,-0.006199,-0.070537,,,,,
000681,2026-01-20,-151613301.75,-0.01921937,2.0,0,2026-01-21,26.69,-0.0041,26.8,-0.0577,0.016486,0.001942,0.014544,0.049457,-0.00188,0.051336,0.040465,-0.011549,0.052013,-0.019108,0.004525,-0.023633,,,,,
000681,2026-02-10,109032045.45,0.02591817,1.0,1,2026-02-11,31.03,0.0177,30.49,0.0999,-0.060909,0.000829,-0.061738,-0.1563,0.004287,-0.160587,-0.249114,-0.023972,-0.225142,-0.279729,-0.012159,-0.26757,,,,,
000681,2026-02-24,-187134423.44,-0.06263652,1.0,0,2026-02-25,26.67,0.003,26.59,-0.0999,-0.033746,0.002821,-0.036567,-0.124484,-0.012237,-0.112248,-0.112111,-0.008236,-0.103875,-0.238095,-0.050673,-0.187422,,,,,
000681,2026-06-11,67465438.87,0.03431343,1.0,0,2026-06-12,21.59,0.0014,21.56,-0.0998,0.03057,0.022378,0.008191,0.005095,0.032805,-0.02771,-0.078277,0.017469,-0.095746,-0.143122,-0.000805,-0.142317,,,,,
000683,2026-07-31,-129927326.14,-0.127913,0.0,0,2026-08-03,5.94,-0.0067,5.98,-0.0523,0.0,0.008574,-0.008574,0.021886,0.029072,-0.007186,-0.015152,0.022812,-0.037964,0.070707,0.010382,0.060325,,,,,
000685,2025-09-24,-88838993.21,-0.03997572,1.0,1,2025-09-25,11.94,0.0,11.94,0.1005,-0.024288,-0.003053,-0.021235,0.076214,0.03188,0.044335,0.074539,0.011928,0.062611,0.056951,0.031974,0.024978,,,,,
000686,2025-11-10,-45683309.8,-0.02283346,1.0,1,2025-11-11,10.72,0.051,10.2,0.1003,-0.06903,-0.01284,-0.05619,-0.086754,-0.023008,-0.063746,-0.169776,-0.054881,-0.114895,-0.103545,-0.017972,-0.085573,,,,,
000688,2025-10-31,37793855.78,0.01914629,0.0,0,2025-11-03,18.13,-0.0006,18.14,0.0547,-0.092664,-0.003889,-0.088775,0.04909,0.009071,0.040018,0.391065,-0.001853,0.392918,0.407612,-0.023739,0.43135,,,,,
000688,2025-11-04,11033971.41,0.02125292,0.0,0,2025-11-05,16.36,-0.0055,16.45,-0.1001,0.080073,0.028779,0.051295,0.406479,0.01974,0.38674,0.659535,0.001333,0.658203,0.48044,-0.001705,0.482145,,,,,
000688,2025-11-11,22857129.3,0.01354256,2.0,1,2025-11-12,22.78,-0.01,23.01,0.0999,0.070676,0.012601,0.058075,0.191835,-0.01623,0.208065,0.118086,-0.032982,0.151068,-0.007463,-0.009763,0.002301,,,,,
000688,2025-11-17,95006665.45,0.02392128,2.0,1,2025-11-18,29.74,0.0721,27.74,0.0999,-0.050437,0.000764,-0.051201,-0.192334,-0.029825,-0.162508,-0.168796,-0.001811,-0.166985,-0.215535,-0.007139,-0.208396,,,,,
000688,2026-01-27,-88117530.06,-0.06376967,1.0,0,2026-01-28,29.71,0.001,29.68,-0.082,-0.019185,0.005982,-0.025168,-0.034332,-0.013859,-0.020472,-0.043083,-0.000276,-0.042807,0.167957,-0.026023,0.19398,,,,,
000688,2026-03-24,21550990.85,0.00510492,1.0,1,2026-03-25,36.83,0.027,35.86,0.1,0.071952,-0.006455,0.078407,0.05539,-0.012554,0.067944,0.09666,0.019733,0.076927,0.196307,0.065016,0.131292,,,,,
000688,2026-08-25,48103856.9,0.0485106,0.0,0,2026-08-26,31.1,0.0042,30.97,-0.0864,-0.002894,0.017771,-0.020665,-0.038585,0.01363,-0.052215,-0.108682,0.002046,-0.110728,,,,,,,无未来行情,
000690,2026-03-26,-187692539.52,-0.05939353,1.0,0,2026-03-27,5.76,0.0,5.76,0.0267,-0.107639,0.01364,-0.121279,-0.173611,0.010699,-0.18431,-0.199653,0.046274,-0.245927,-0.090278,0.076242,-0.16652,,,,,
000691,2025-09-10,7937875.0,0.10495453,0.0,0,,,0.0504,,,,,,,,,,,,,,,,,,,E1一字无成交区间
000691,2025-09-15,18608476.5,0.13793065,0.0,0,,,0.0499,,,,,,,,,,,,,,,,,,,E1一字无成交区间
000691,2025-09-18,4191016.0,0.23723607,0.0,0,2025-09-19,9.49,0.0498,9.04,0.0499,-0.024236,0.005227,-0.029463,0.12961,0.020981,0.108629,0.25922,0.02617,0.23305,0.14647,0.035917,0.110553,,,,,
000691,2025-09-24,8187615.0,0.0589847,0.0,0,2025-09-25,10.72,0.05,10.21,0.0504,0.050373,-0.003053,0.053426,0.173507,0.03188,0.141628,0.093284,0.011928,0.081356,0.041978,0.031974,0.010004,,,,,
000691,2025-09-29,-23835746.0,-0.04305264,0.0,0,2025-09-30,12.41,0.0499,11.82,0.0497,0.013699,0.017189,-0.00349,-0.039484,-0.019619,-0.019865,-0.144239,-0.004758,-0.139481,-0.00967,-0.002419,-0.007251,,,,,
000691,2025-11-27,1340328.5,0.00817602,0.0,0,,,0.0496,,,,,,,,,,,,,,,,,,,E1一字无成交区间
000691,2025-12-02,1845849.0,0.00782326,0.0,0,2025-12-03,11.51,0.0502,10.96,0.0498,-0.057341,-0.001762,-0.05558,-0.101651,0.00958,-0.111231,-0.256299,-0.012522,-0.243777,-0.209383,0.02123,-0.230613,,,,,
000691,2025-12-08,-14584689.07,-0.03370373,0.0,0,2025-12-09,10.3,0.0239,10.06,-0.0242,-0.046602,-0.00424,-0.042362,-0.147573,-0.012864,-0.134709,-0.090291,5.3e-05,-0.090344,-0.207767,0.035843,-0.24361,,,,,
000691,2025-12-12,-14029725.0,-0.06195217,0.0,0,2025-12-15,8.6,-0.0293,8.86,-0.0504,-0.004651,-0.011527,0.006876,0.051163,0.003995,0.047168,0.081395,0.023569,0.057827,0.153488,0.04638,0.107108,,,,,
000691,2026-01-07,476452.0,0.48317294,0.0,0,,,0.0502,,,,,,,,,,,,,,,,,,,E1一字无成交区间
000691,2026-01-12,601425.0,0.60773634,0.0,0,2026-01-13,9.92,0.0497,9.45,0.05,0.050403,-0.011696,0.062099,-0.039315,-0.013254,-0.026061,-0.103831,-0.018984,-0.084847,-0.142137,-0.016464,-0.125674,,,,,
000691,2026-06-18,19388681.96,0.04791823,0.0,0,2026-06-22,12.14,-0.0074,12.23,0.0561,0.051895,-0.006053,0.057948,0.004942,-0.016391,0.021333,-0.04201,-0.021654,-0.020356,-0.098023,-0.08491,-0.013113,,,,,
000692,2025-12-04,73258264.22,0.47285779,2.0,1,2025-12-05,4.55,0.0,4.55,0.099,-0.103297,0.016238,-0.119535,-0.195604,0.000941,-0.196545,-0.232967,0.001075,-0.234042,-0.23956,0.037345,-0.276905,,,,,
000692,2025-12-05,-51193110.03,-0.0843172,2.0,0,2025-12-08,4.02,-0.0429,4.2,-0.0769,-0.034826,0.001107,-0.035933,-0.087065,-0.002654,-0.084411,-0.11194,-0.005435,-0.106506,-0.134328,0.043011,-0.177339,,,,,
000692,2026-03-26,36088225.9,0.09533384,1.0,1,2026-03-27,5.39,0.1,4.9,0.1011,-0.059369,0.01364,-0.073009,-0.209647,0.010699,-0.220346,-0.211503,0.046274,-0.257777,-0.198516,0.076242,-0.274758,,,,,
000692,2026-03-30,39153580.62,0.06900185,1.0,0,2026-03-31,4.83,-0.0473,5.07,0.0432,-0.074534,0.007602,-0.082136,-0.138716,-0.011422,-0.127295,-0.10766,0.046609,-0.154269,-0.066253,0.059281,-0.125534,,,,,
000692,2026-04-01,-28134610.2,-0.09585147,1.0,0,2026-04-02,4.38,-0.0201,4.47,-0.1006,-0.086758,-0.016315,-0.070443,-0.034247,0.01147,-0.045717,-0.027397,0.049212,-0.07661,0.141553,0.064873,0.07668,,,,,
000692,2026-04-02,20388457.2,0.07940768,1.0,0,2026-04-03,4.25,-0.0023,4.26,-0.047,-0.021176,-0.011625,-0.009551,0.0,0.031989,-0.031989,-0.002353,0.052489,-0.054842,0.2,0.085524,0.114476,,,,,
000692,2026-08-13,22805212.92,0.05212107,2.0,1,2026-08-14,5.12,0.0492,4.88,0.0991,-0.095703,0.014578,-0.110281,-0.193359,-0.017168,-0.176191,-0.144531,-0.009137,-0.135395,,,,,,,无未来行情,
000692,2026-08-14,-22617111.87,-0.04556309,2.0,0,2026-08-17,4.63,0.0109,4.58,-0.0615,-0.062635,0.011458,-0.074093,-0.095032,-0.011424,-0.083608,-0.060475,-0.013504,-0.046971,,,,,,,无未来行情,
000695,2025-11-17,105980361.28,0.04858617,1.0,1,2025-11-18,16.0,0.0025,15.96,0.0999,0.071875,0.000764,0.071111,0.001875,-0.029825,0.0317,0.08375,-0.001811,0.085561,-0.20375,-0.007139,-0.196611,,,,,
000695,2025-11-26,-82163364.0,-0.09687677,0.0,0,2025-11-27,16.9,-0.0041,16.97,0.0065,0.139053,0.001471,0.137582,-0.067456,0.002441,-0.069897,-0.208876,0.015888,-0.224764,-0.226036,0.025231,-0.251267,,,,,
000695,2025-12-01,13919928.82,0.01488682,1.0,0,2025-12-02,17.35,0.0006,17.34,-0.0992,-0.091643,-0.008937,-0.082705,-0.183862,0.010902,-0.194764,-0.265706,-0.004342,-0.261364,-0.232277,0.014756,-0.247032,,,,,
000697,2026-05-08,-48398895.03,-0.03695393,1.0,0,2026-05-11,12.37,-0.0167,12.58,0.0697,-0.016168,0.009336,-0.025504,0.046888,-0.008707,0.055595,-0.025869,-0.011664,-0.014205,-0.100243,-0.017412,-0.082831,,,,,
000698,2026-07-02,-2735235.0,-0.04848051,0.0,0,2026-07-03,3.35,0.0182,3.29,0.0511,-0.01791,0.006757,-0.024668,-0.068657,0.013892,-0.082549,-0.035821,-0.023093,-0.012728,-0.035821,-0.054014,0.018193,,,,,
000700,2025-11-13,1830733.39,0.00231547,1.0,0,2025-11-14,9.83,-0.002,9.85,-0.0547,0.019329,-0.013995,0.033324,-0.053917,-0.021094,-0.032822,0.056968,-0.031719,0.088687,0.145473,-0.023831,0.169304,,,,,
000700,2025-12-29,58939352.72,0.01847569,1.0,1,2025-12-30,13.07,0.0348,12.63,0.1002,0.10023,0.002734,0.097495,0.149962,0.034511,0.11545,0.036725,0.026989,0.009737,0.021423,0.021804,-0.000381,,,,,
000700,2026-01-26,-83814507.44,-0.06138015,1.0,0,2026-01-27,13.27,-0.0199,13.54,-0.0997,0.006029,0.002724,0.003305,0.079879,-0.021082,0.100961,0.152223,0.00295,0.149273,-0.03994,-0.010473,-0.029467,,,,,
000700,2026-06-03,184024738.79,0.07702503,2.0,1,2026-06-04,17.15,0.0344,16.58,0.1002,0.008163,-0.016416,0.02458,-0.112536,-0.030368,-0.082168,-0.069388,0.006957,-0.076345,-0.016327,-0.017361,0.001034,,,,,
000700,2026-06-04,208170783.53,0.02788283,2.0,0,2026-06-05,18.27,0.0264,17.8,0.0736,-0.096333,-0.035468,-0.060865,-0.197044,-0.033672,-0.163373,-0.154351,0.01118,-0.165531,-0.036672,-0.009165,-0.027507,,,,,
000700,2026-07-02,101227694.55,0.02357589,1.0,1,2026-07-03,16.08,-0.0468,16.87,0.0997,0.041667,0.006757,0.034909,-0.05597,0.013892,-0.069862,-0.17102,-0.023093,-0.147927,-0.409826,-0.054014,-0.355812,,,,,
000703,2026-03-09,131252274.18,0.09309642,1.0,0,2026-03-10,12.1,-0.0374,12.57,-0.0293,0.060331,0.011984,0.048347,0.000826,0.004899,-0.004072,-0.021488,-0.049645,0.028157,0.170248,-0.044779,0.215027,,,,,
000703,2026-05-07,-143417891.91,-0.09926096,0.0,0,2026-05-08,16.2,-0.0128,16.41,-0.0998,-0.038889,0.016571,-0.05546,-0.083951,0.008926,-0.092876,-0.134568,-0.01807,-0.116498,-0.190741,0.006903,-0.197644,,,,,
000703,2026-06-25,-45409923.53,-0.00978691,0.0,0,2026-06-26,17.08,0.0998,15.53,0.05,-0.12178,-0.011021,-0.110759,-0.117681,-0.034029,-0.083652,-0.204333,-0.021179,-0.183153,-0.07377,-0.05095,-0.022821,,,,,
000703,2026-06-30,-9841468.36,-0.00416789,0.0,0,2026-07-01,13.6,0.0022,13.57,-0.0953,0.108088,-0.032255,0.140344,0.036765,-0.036284,0.073049,0.069118,-0.035432,0.104549,0.125,-0.081076,0.206076,,,,,
000703,2026-08-20,-237419966.75,-0.02791102,0.0,0,2026-08-21,20.12,0.001,20.1,0.0535,-0.054672,-0.004865,-0.049807,-0.045726,0.009779,-0.055504,-0.06163,-0.007166,-0.054464,,,,,,,无未来行情,
000711,2026-01-27,-64937665.53,-0.07206619,0.0,0,2026-01-28,1.85,-0.0212,1.89,0.0385,0.124324,0.005982,0.118342,0.264865,-0.013859,0.278724,0.464865,-0.000276,0.465141,1.064865,-0.026023,1.090888,,,,,
000711,2026-01-30,-93413447.78,-0.07797946,0.0,0,2026-02-02,2.14,0.0094,2.12,0.0192,0.093458,-0.003031,0.096489,0.266355,-0.006564,0.272919,0.46729,-0.002967,0.470257,0.878505,-0.012584,0.891089,,,,,
